Matricula,Idade,Gênero,Departamento,Cargo,Banda Salarial,Status,Motivo do Desligamento,Escolaridade,Estado Civil,Última Promoção (anos),Horas-extras (média),Tempo de Empresa,Engajamento,Satisfação,Desempenho,Apoio da Liderança,Percepção de Desenvolvimento,Probabilidade de Saída
239,22,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,10,3,3,2,3,2,1.0
1857,20,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,8,1,1,2,3,1,0.68
606,52,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,1,9,3,3,2,3,3,1.0
1735,47,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,0,8,3,3,3,3,3,1.0
1417,36,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,2,3,3,2,3,3,1.0
1271,18,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Pós-Graduação,Solteiro,0,1,1,1,1,3,3,1,0.68
504,45,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Casado,0,1,10,1,1,3,3,1,0.68
9,36,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,6,1,2,3,3,2,0.0
1986,22,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,7,3,3,2,3,3,1.0
1111,27,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,4,3,3,3,3,3,1.0
1388,41,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,1,1,10,1,1,3,3,1,0.68
524,27,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,0,3,3,3,3,2,1.0
1404,39,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,0,4,1,1,2,3,1,0.68
1321,24,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,2,1,1,3,3,1,0.68
2004,53,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,10,1,1,3,3,1,0.68
1841,56,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Involuntário,Ensino Superior,Solteiro,0,1,5,1,1,1,3,1,0.68
653,34,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,5,1,1,2,3,1,0.68
948,38,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,0,2,3,3,2,3,2,1.0
1504,29,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,3,3,3,3,3,3,1.0
1982,57,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Pós-Graduação,Solteiro,0,0,4,3,3,3,3,3,1.0
638,52,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,10,3,3,3,3,2,1.0
1379,48,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,0,1,1,2,3,1,0.68
1874,60,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Aposentadoria,Ensino Médio,Solteiro,,1,2,,,2,3,,0.84
1475,60,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Aposentadoria,Pós-Graduação,Solteiro,,0,0,,,2,3,,0.84
1067,23,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,3,3,3,1.0
837,56,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,5,1,2,2,3,2,0.0
1159,18,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,0,1,1,2,3,1,0.68
1595,20,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,3,1,3,3,3,3,2,1.0
230,32,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,3,2,0.84
505,24,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,0,1,1,2,3,2,0.0
1804,27,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,1,1,1,2,3,2,0.0
1573,26,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,0,3,3,3,3,3,1.0
384,29,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,2,1,4,3,3,3,3,3,1.0
1797,44,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Casado,0,1,5,1,1,3,3,1,0.68
989,33,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,8,3,3,3,3,3,1.0
651,21,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,1,1,9,3,3,2,3,2,1.0
84,20,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,3,5,1,2,2,3,2,0.0
364,53,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,1,3,3,2,3,2,1.0
38,49,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,3,9,3,3,3,3,3,1.0
1092,32,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,1,3,3,3,3,3,1.0
1154,43,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,5,2,2,3,3,2,0.84
735,58,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,6,3,3,2,3,3,1.0
1955,49,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Casado,0,1,7,1,1,2,3,2,0.0
1774,29,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,0,4,3,3,2,3,2,1.0
1753,30,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,0,3,3,3,3,3,1.0
1657,35,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,5,3,3,2,3,3,1.0
1416,25,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,9,3,3,2,3,3,1.0
1031,18,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,1,0,3,3,3,2,3,3,1.0
262,34,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,2,1,1,3,3,1,0.68
383,58,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,0,2,1,1,3,3,1,0.68
369,34,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,7,3,2,3,3,2,0.92
1222,37,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,7,3,3,2,3,3,1.0
1648,46,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,0,1,1,2,3,3,2,0.0
1205,34,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,3,7,1,1,3,3,1,0.68
943,38,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,3,2,2,2,3,2,0.84
1294,44,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,0,3,3,2,2,2,3,2,0.84
1793,49,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,9,2,2,2,3,2,0.84
775,57,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Involuntário,Ensino Superior,Solteiro,0,0,9,1,1,1,3,1,0.68
1773,21,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,3,1,1,2,3,1,0.68
111,21,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,1,3,3,2,3,3,1.0
1233,34,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,0,4,1,1,3,3,1,0.68
216,40,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,0,1,2,2,2,3,2,0.84
444,30,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Solteiro,0,3,6,3,3,3,3,3,1.0
1218,46,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,0,1,8,3,3,2,3,3,1.0
808,23,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,0,0,6,3,3,3,3,3,1.0
1414,53,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,3,3,1.0
1754,27,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,2,3,3,1.0
1520,34,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,3,5,3,3,2,3,3,1.0
857,30,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,1,1,2,3,3,2,0.0
688,35,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,1,1,3,3,1,0.68
1662,18,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,0,2,2,2,3,3,2,0.84
1705,49,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Involuntário,Ensino Superior,Solteiro,0,1,5,1,2,1,3,2,0.0
1163,24,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,7,3,3,2,3,3,1.0
158,58,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Solteiro,2,0,10,1,1,2,3,1,0.68
1217,35,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,2,0,0,3,3,2,3,3,1.0
378,41,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,7,1,1,3,3,1,0.68
64,32,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,0,2,3,3,3,3,3,1.0
90,59,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,4,2,2,3,3,2,0.84
1922,32,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,2,3,3,2,3,3,1.0
1127,18,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,5,1,1,3,3,1,0.68
154,39,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,8,3,3,2,3,3,1.0
1530,55,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,7,1,1,2,3,1,0.68
1832,24,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,0,1,3,3,3,3,3,2,1.0
605,52,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,8,3,3,2,3,3,1.0
712,40,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,0,10,3,3,3,3,3,1.0
405,23,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,0,7,1,3,2,3,2,0.0
1282,52,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,1,1,1,2,3,1,0.68
124,58,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,4,3,3,2,3,3,1.0
389,36,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,3,1,1,1,2,3,1,0.68
313,23,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,1,1,1,2,3,1,0.68
503,29,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,0,3,2,2,3,2,0.92
1850,52,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,0,2,1,1,2,3,1,0.68
1615,37,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,3,1,2,3,3,2,0.0
1158,30,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,1,0,3,3,2,3,3,1.0
181,52,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,5,2,2,3,3,2,0.84
644,48,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,0,6,3,3,3,2,2,1.0
203,59,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Involuntário,Ensino Superior,Solteiro,2,0,4,1,2,1,2,2,0.0
1828,56,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Pós-Graduação,Solteiro,0,0,0,1,1,2,3,1,0.68
1094,46,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,1,1,3,3,3,2,3,1.0
734,39,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,1,5,1,2,2,2,2,0.0
1860,52,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,8,1,2,3,2,2,0.0
805,44,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,3,4,3,3,3,2,3,1.0
1861,49,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,0,5,3,3,2,2,3,1.0
1169,21,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,1,8,3,3,2,2,3,1.0
873,51,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,0,3,3,3,2,3,1.0
1695,34,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,10,3,3,2,2,3,1.0
434,30,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Solteiro,2,1,9,1,1,2,3,1,0.68
1644,54,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,1,5,1,2,2,2,2,0.0
1064,30,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,5,3,3,2,2,3,1.0
788,58,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,2,3,3,2,2,3,1.0
725,57,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,3,1,1,2,3,1,0.68
420,43,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,3,1,1,2,3,1,0.68
1790,38,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,3,2,1,1,2,3,1,0.68
1161,57,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,3,7,1,1,3,3,1,0.68
1694,32,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,9,3,3,3,2,2,1.0
834,51,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,7,3,3,3,2,3,1.0
1164,52,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,10,2,2,2,2,2,0.84
260,25,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,2,3,3,3,2,3,1.0
736,26,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,6,3,3,2,2,3,1.0
1012,57,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,2,1,1,2,2,2,0.0
1671,26,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,7,1,1,3,3,1,0.68
46,47,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,8,1,2,2,2,2,0.0
1800,52,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,5,3,3,2,2,2,1.0
559,40,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,1,3,3,2,2,3,1.0
1433,43,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,4,3,3,2,2,3,1.0
963,24,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,5,1,1,3,2,2,0.0
404,59,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,3,6,3,3,2,2,2,1.0
1224,58,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,3,2,3,1.0
550,34,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,2,3,3,2,2,2,1.0
552,35,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,1,1,1,1,2,3,1,0.68
484,25,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Casado,0,1,1,1,1,2,3,1,0.68
1241,49,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,3,3,3,3,2,3,1.0
161,25,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,3,3,3,2,2,3,1.0
747,55,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,3,2,2,2,2,2,0.84
1128,43,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,4,3,3,2,2,3,1.0
1701,18,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,3,0,2,2,2,2,2,0.84
123,26,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,4,2,2,2,2,2,0.84
838,18,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,2,3,3,3,2,2,1.0
986,51,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,5,1,1,2,3,1,0.68
1907,22,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,3,3,3,2,2,3,1.0
273,45,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,0,1,3,3,3,2,3,1.0
1924,34,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Casado,0,0,5,2,2,2,2,2,0.84
1039,22,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,3,2,2,2,2,2,0.84
1983,30,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,1,1,4,3,3,3,2,2,1.0
301,26,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,2,2,0.84
240,25,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,10,2,2,3,2,2,0.84
756,48,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,4,3,3,2,2,3,1.0
751,38,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,2,3,3,3,2,3,1.0
632,42,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,3,7,1,1,3,2,2,0.0
351,46,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,2,1,7,1,1,2,3,1,0.68
42,28,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,1,7,3,3,3,2,3,1.0
952,51,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,3,4,3,3,2,2,3,1.0
1835,58,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,3,9,1,1,2,3,1,0.68
1431,28,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,2,3,3,2,2,3,1.0
85,51,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,9,3,3,3,2,3,1.0
1605,23,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,9,3,3,2,2,2,1.0
13,35,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,6,3,3,3,2,3,1.0
1564,36,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,3,7,1,2,2,2,2,0.0
1837,19,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,5,3,3,3,2,2,1.0
231,24,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,3,3,3,2,2,1.0
1847,59,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,8,3,3,3,2,2,1.0
787,31,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,0,3,2,2,2,2,2,0.84
188,25,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,0,1,1,2,3,1,0.68
150,57,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,1,1,7,3,3,2,2,3,1.0
1545,58,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,4,3,3,3,2,3,1.0
1461,49,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,2,3,3,3,2,3,1.0
1107,25,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,8,1,3,2,2,2,0.0
1145,36,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,0,5,1,1,2,3,1,0.68
102,58,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,1,3,3,2,2,2,1.0
904,47,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,2,2,3,1.0
1244,47,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,3,4,3,3,2,2,3,1.0
813,54,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,9,1,2,3,2,2,0.0
970,19,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,0,1,5,2,2,3,2,2,0.84
1086,48,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,7,1,1,2,3,1,0.68
815,57,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,10,1,1,2,3,1,0.68
1236,49,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,2,1,1,2,3,1,0.68
1458,22,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,1,5,3,3,3,2,2,1.0
1381,40,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Casado,1,0,2,1,1,2,3,1,0.68
